Timestamps,
210360916,0
210362846,1
210369000,20
210371527,4
210373274,3
210376632,2
210388687,1
210393499,4
210398321,0
210400170,3
210404015,2
210406110,20
210408331,2
210410584,4
210410964,1
210415303,4
210425618,0
210432039,3
210436358,1
210448681,3
210450240,20
210450874,0
210458556,0
210462344,2
210462808,1
210470820,4
210485690,2
210487359,20
210488119,3
210489067,1
210492865,4
210494695,1
210510839,0
210511424,2
210513351,3
210516633,4
210529323,3
210531050,20
210533989,0
210536144,2
210536521,1
210544920,4
210546825,1
210548197,3
210558304,0
210562116,2
210565746,20
210570586,4
210583799,2
210585023,3
210585365,0
210587619,1
210593356,4
210594726,20
210595000,1
210609196,3
210613152,2
210621047,0
210621937,4
210633007,3
210634367,0
210635543,1
210635983,20
210636371,2
210644362,4
210647938,1
210660125,0
210662386,3
210663635,2
210670907,4
210675182,20
210684050,0
210684723,2
210685123,3
210688235,1
210692772,4
210694985,1
210708245,2
210710314,3
210711201,0
210717925,20
210718433,4
210732702,3
210737038,2
210741034,1
210744888,4
210747204,1
210755103,20
210760633,3
210761908,2
210768781,2
210770315,0
210771145,4
210785279,3
210788435,1
210793722,0
210794131,4
210794732,1
210795659,20
210810496,3
210810909,0
210817312,0
210817890,4
210821485,2
210831957,3
210837491,20
210844841,4
210847731,1
210859777,3
210868931,2
210870621,0
210871341,4
210872541,1
210875726,20
210884534,3
210892475,4
210893701,0
210894897,1
210895637,2
210904828,20
210909257,3
210921195,2
210922795,1
210932955,3
210944424,4
210944815,2
210945131,0
210946271,20
210954827,1
210957139,1
210961022,3
210969513,4
210969782,2
210970538,0
210987318,3
210987661,20
210993097,0
210993284,4
210995907,1
210998119,2
211008913,3
211018134,0
211018703,4
211020785,2
211022543,1
211027038,20
211032289,3
211043237,2
211044794,0
211045343,4
211048173,1
211061428,3
211065564,20
211070261,4
211071268,1
211072171,0
211092812,3
211095639,1
211096062,2
211107917,20
211120436,3
211122350,2
211122837,1
211127587,2
211129691,4
211131371,0
211134774,20
211145800,3
211149039,1
211152472,4
211152892,0
211156629,1
211168895,3
211169428,4
211170640,0
211176629,4
211178180,0
211181909,2
211185326,3
211186276,20
211196668,1
211204052,2
211206767,1
211208405,3
211221966,2
211225463,20
211228676,2
211229461,4
211230411,0
211247424,3
211248135,1
211252868,4
211254658,1
211254852,0
211266392,20
211269788,3
211277778,4
211278481,0
211281494,2
211291913,3
211295066,20
211296155,1
211304229,2
211305165,0
211306267,1
211321951,3
211329851,2
211330398,4
211330838,0
211336045,20
211346475,3
211348155,1
211352379,4
211353703,0
211354793,1
211355282,2
211370032,3
211376116,20
211378240,4
211379268,0
211381813,2
211392655,3
211404347,0
211404658,4
211404895,2
211407726,1
211415969,20
211421099,3
211429440,4
211429937,2
211431370,0
211433228,1
211445435,3
211446986,1
211452064,4
211452359,0
211454638,1
211455418,20
211455725,2
211469022,3
211477803,4
211478509,0
211486937,2
211489068,2
211494286,3
211497490,20
211504723,4
211505711,0
211507804,1
211521059,3
211525000,20
211529245,4
211529778,2
211533510,1
211539061,0
211545461,3
211555918,1
211560185,2
211565729,0
211570141,3
211576017,20
211578073,4
211582427,1
211583018,2
211588240,2
211591130,0
211592841,3
211605023,4
211607418,1
211612713,0
211616229,20
211621423,3
211630336,4
211630703,1
211639270,0
211643213,2
211645157,3
211652118,4
211655812,1
211656520,20
211664788,2
211665068,0
211670496,3
211677895,4
211682205,1
211683085,2
211685566,20
211687561,2
211691702,0
211704671,3
211705228,4
211706646,1
211714449,1
211715578,0
211726413,20
211728953,3
211729334,4
211741049,0
211744814,2
211746737,3
211752576,4
211755193,1
211763817,2
211765215,20
211765554,0
211769495,3
211778129,4
211782508,1
211789990,2
211791720,0
211805041,4
211805863,3
211806449,20
211808056,1
211814578,1
211814843,0
211815922,2
211829233,3
211830850,4
211842266,2
211845755,20
211851565,0
211852590,3
211853439,4
211856098,1
211863774,2
211867391,1
211873889,0
211877659,4
211880827,3
211888465,20
211889879,2
211899148,0
211904698,4
211906020,3
211907788,1
211914400,1
211915737,2
211924509,0
211925693,20
211930864,4
211931549,3
211942748,2
211948285,2
211954005,3
211954854,4
211966417,20
211968060,1
211974098,0
211980772,3
211990051,2
211990772,4
211991293,1
211999283,0
212000953,2
212005491,3
212005916,20
212008952,1
212013270,4
212013968,1
212026867,0
212029571,3
212037971,4
212043297,2
212045942,20
212048294,2
212051604,0
212052287,3
212064033,4
212068157,1
212073411,0
212075282,20
212080154,3
212090174,4
212091348,1
212102065,2
212105593,3
212108890,2
212112288,0
212112983,4
212117048,1
212121019,20
212129366,3
212132202,0
212138033,4
212141573,2
212142112,1
212147526,2
212152256,3
212155787,20
212159242,0
212164017,4
212168006,1
212181548,3
212185929,0
212190230,1
212192992,4
212196563,20
212202819,2
212205371,3
212208625,2
212210603,0
212211950,4
212215634,1
212228943,3
212233466,0
212235441,20
212237926,4
212242220,1
212253205,3
212260035,0
212263065,2
212263811,4
212268022,1
212277606,20
212280816,3
212284364,0
212284906,2
212290117,4
212291023,1
212302930,2
212305658,20
212306281,3
212308291,2
212311879,0
212312279,4
212315621,1
212328992,3
212333231,0
212336501,4
212342372,1
212350445,2
212359002,0
212361014,20
212364056,2
212364373,4
212365246,3
212368833,1
212374321,1
212384388,0
212387911,3
212390302,4
212395760,20
212404316,3
212410470,2
212411248,0
212412238,4
212412431,3
212414727,1
212433777,0
212436591,4
212438338,20
212438836,2
212442848,1
212459194,0
212462594,2
212463408,4
212465275,20
212465814,3
212468602,1
212475107,1
212484673,2
212485207,0
212489534,4
212489975,3
212506769,20
212511006,2
212511724,0
212512471,4
212513229,3
212516834,1
212517533,0
212536916,4
212537425,2
212540445,3
212543064,1
212545722,20
212562852,2
212563921,4
212564955,3
212568374,1
212568758,2
212571023,0
212574740,1
212586283,20
212588360,3
212590764,4
212592459,0
212595599,4
212610272,2
212612565,3
212617681,0
212626646,20
212627648,1
212635811,2
212640019,3
212644427,0
212649429,4
212650118,1
212666003,3
212668549,2
212669107,20
212670063,0
212672542,4
212674597,1
212688709,3
212689234,4
212696891,0
212702230,1
212706163,20
212710613,2
212711211,4
212713040,3
212717658,0
212721651,2
212729111,1
212740336,3
212743904,0
212747449,20
212749600,4
212750621,1
212763598,2
212764668,3
212769116,2
212769850,0
212772372,4
212775029,1
212785376,20
212786990,3
212793944,0
212796632,4
212802538,1
212813347,3
212818345,0
212821437,2
212823844,4
212826502,20
212827037,1
212840278,3
212844670,0
212844930,2
212849286,4
212852837,1
212855331,20
212864038,2
212865193,3
212868410,2
212870402,0
212871859,4
212875015,1
212877367,0
212888152,3
212896628,20
212897024,4
212902541,1
212922727,2
212923975,4
212925206,3
212927651,1
212931069,0
212934603,1
212935363,20
212944525,2
212948352,4
212949279,3
212952290,0
212962958,2
212965184,3
212968869,2
212969918,0
212971660,4
212975770,1
212976269,20
212976647,0
212987188,3
212998026,4
213002182,1
213016442,20
213022942,2
213023685,4
213026421,3
213027741,1
213028349,2
213031028,0
213047459,4
213048649,3
213050228,1
213053481,0
213057340,20
213072873,4
213073238,3
213076105,1
213078529,0
213081045,2
213085795,20
213097986,4
213100162,3
213101546,1
213103826,0
213122653,2
213124525,4
213125424,3
213128561,2
213129212,1
213129997,0
213133924,1
213136315,20
213148356,3
213150634,4
213156871,0
213167518,20
213170103,2
213171920,4
213172522,3
213178035,0
213181407,2
213188286,1
213198210,4
213200172,3
213204663,0
213206460,20
213210128,1
213223771,2
213224337,4
213225512,3
213227653,2
213230801,0
213235714,1
213245603,20
213248480,3
213249078,4
213253479,0
213262797,1
213271875,3
213273810,4
213278980,0
213283109,2
213286681,20
213287929,2
213288471,1
213297994,4
213300471,3
213304555,0
213310116,1
213315660,20
213323666,4
213325348,3
213329943,2
213330783,0
213335820,1
213349177,4
213349603,3
213352748,0
213355715,2
213362322,1
213366319,20
213372414,4
213373508,3
213381260,2
213387111,1
213390732,0
213396025,20
213400305,3
213406961,2
213410516,1
213410934,4
213413780,0
213424502,3
213429807,2
213432643,4
213436048,1
213436721,20
213437288,0
213449377,3
213450592,4
213456302,2
213462154,1
213464463,0
213471884,3
213472389,4
213475986,20
213482025,2
213487407,2
213489069,1
213490251,0
213497370,0
213499647,3
213510867,1
213511814,4
213516631,20
213526041,3
213529306,2
213533059,4
213536100,1
213537254,0
213548228,3
213555827,2
213556073,20
213557847,4
213563135,1
213565792,0
213572010,3
213584295,4
213585119,2
213588195,2
213588891,1
213590103,0
213594791,1
213596382,20
213599607,3
213609142,4
213613580,0
213625634,20
213626204,3
213632366,4
213632645,3
213636780,1
213638057,0
213642762,2
213647186,1
213649057,4
213655348,4
213664998,0
213665285,2
213667171,20
213683176,2
213685667,3
213687670,2
213690228,0
213695355,1
213705613,20
213707643,3
213710441,4
213713852,0
213722085,1
213727563,3
213733167,4
213738159,0
213742252,2
213746897,20
213747665,1
213747985,3
213758013,4
213764900,0
213765213,2
213776921,1
213784111,4
213785297,3
213786116,20
213789002,0
213790790,2
213795365,1
213808659,3
213810054,4
213813035,0
213815872,2
213822580,1
213828997,20
213833315,3
213833948,4
213842852,2
213848922,2
213852575,1
213853330,0
213859269,4
213859925,3
213866183,20
213871040,1
213874091,0
213884049,4
213886590,3
213890709,2
213896240,1
213897169,0
213906683,20
213909013,3
213910492,4
213914942,2
213922660,1
213925184,0
213933034,3
213936848,4
213942943,2
213945889,20
213947390,1
213948058,2
213950614,0
213958276,4
213960300,3
213971082,1
213973399,0
213985287,4
213985704,3
213986629,20
213990254,2
213995112,1
213997711,0
214000430,2
214008063,3
214010113,4
214015656,20
214021599,1
214024864,0
214031989,3
214033824,4
214043230,2
214047284,1
214048218,2
214049747,0
214053510,1
214057049,20
214057902,4
214060235,3
214076983,0
214085878,4
214086358,3
214095514,1
214096071,20
214097676,0
214102066,2
214109541,3
214110519,4
214122177,1
214124419,0
214128011,2
214134401,3
214136847,4
214137335,20
214142608,2
214147647,1
214149278,2
214151322,0
214154692,1
214156393,4
214160457,3
214173570,0
214176452,20
214185910,4
214186447,3
214203256,2
214208284,3
214208635,1
214209662,0
214210226,4
214220645,20
214223847,2
214232786,3
214233239,4
214233943,0
214234075,1
214246557,20
214247994,1
214250051,2
214250647,0
214254482,1
214259883,3
214271904,4
214274462,0
214275990,2
214291893,3
214293204,4
214297101,20
214302291,2
214307302,1
214307725,2
214317037,0
214318416,4
214321188,3
214330572,1
214332780,0
214336404,20
214345498,4
214346772,3
214348035,1
214350158,0
214350844,2
214354762,1
214357813,0
214361534,2
214369249,3
214370739,4
214378893,20
214385687,3
214392501,4
214392670,3
214403111,2
214406448,20
214407471,2
214408595,1
214409716,0
214416542,4
214431088,1
214433224,0
214445042,3
214445830,4
214447262,20
214455907,1
214458324,0
214463462,2
214467518,4
214467843,3
214482667,1
214484795,0
214487367,2
214487677,20
214492810,4
214495449,3
214507329,1
214509523,0
214510339,4
214511161,2
214514885,1
214516262,4
214520912,3
214526900,20
214536946,2
214546078,3
214555987,1
214556979,0
214562960,2
214566490,20
214569192,3
214569423,2
214569746,4
214582123,1
214589267,0
214593037,3
214594076,4
214609120,20
214609744,1
214610188,0
214610502,2
214615623,1
214617293,4
214619092,3
214621849,2
214635773,0
214644382,3
214645336,4
214646201,20
214657026,1
214658307,0
214662792,2
214668653,1
214668976,2
214670150,4
214671096,3
214685040,0
214686818,20
214693091,3
214693484,4
214707843,1
214712018,2
214712711,0
214714931,1
214717671,4
214719605,3
214722279,2
214726448,20
214733716,0
214744815,4
214752972,3
214763076,2
214767068,20
214767862,1
214769346,3
214769547,2
214770053,0
214770594,4
214791126,1
214792169,0
214792707,3
214793064,4
214795940,20
214808631,1
214810468,2
214811180,0
214814680,1
214816579,4
214817015,0
214820149,3
214821434,2
214837398,20
214845281,4
214845672,3
214869096,1
214871036,3
214871446,2
214876340,20
214880834,2
214891523,1
214892571,0
214893484,4
214906495,3
214916550,1
214920840,0
214921392,20
214923850,2
214928358,2
214928515,3
214945284,3
214948882,4
214956522,20
214966969,1
214968028,3
214971785,4
214974729,2
214980975,2
214991283,1
214992462,3
214993087,0
214993308,4
214997364,20
215016290,1
215017309,0
215018228,4
215020053,3
215025231,2
215026297,20
215030885,2
215042842,1
215044553,3
215044819,4
215044990,0
215067471,20
215068035,1
215068405,3
215069027,0
215069628,4
215070365,2
215075119,1
215081409,2
215092815,4
215093119,0
215105863,3
215106307,20
215114897,1
215117110,0
215124227,2
215128331,2
215128536,3
215129283,4
215142608,1
215143798,0
215147531,20
215152327,3
215152598,4
215169032,1
215169393,4
215169741,0
215175960,1
215179848,3
215182690,2
215186606,20
215187676,2
215192893,4
215193123,0
215204564,3
215222393,2
215228062,1
215229957,4
215231407,0
215233225,20
215234264,2
215250590,1
215253003,3
215253784,0
215253976,4
215256039,20
215269399,1
215269931,0
215274624,1
215277881,4
215279553,3
215282437,2
215288400,2
215292312,0
215297859,20
215303957,4
215305219,3
215315305,1
215328611,3
215329196,4
215329857,2
215330836,0
215337206,20
215340640,2
215342567,1
215352420,4
215352710,0
215353076,3
215368292,1
215375264,1
215377084,0
215377686,4
215379350,20
215380775,3
215381504,2
215388394,2
215403872,0
215404288,3
215404870,4
215416124,20
215427896,1
215428385,3
215430473,0
215441343,2
215450878,1
215452680,3
215453061,4
215453276,0
215456991,20
215474945,1
215477502,0
215477803,4
215480111,3
215483560,2
215487792,2
215496581,20
215502748,1
215504703,4
215505360,3
215505669,0
215527505,1
215528773,3
215529079,4
215529550,0
215529961,2
215541208,20
215541608,2
215550340,1
215552496,3
215552854,4
215553677,0
215566375,20
215574896,1
215577572,0
215577896,4
215580295,3
215582778,2
215589304,2
215601794,1
215603991,0
215604770,4
215605170,3
215607710,20
215629063,1
215629530,4
215632287,3
215643859,2
215646679,20
215647842,2
215650647,1
215652423,4
215653056,0
215665810,3
215675314,1
215677642,0
215678201,4
215682406,2
215687517,20
215688050,3
215688554,2
215703297,1
215703616,0
215704510,4
215705485,3
215726703,20
215727651,1
215728557,3
215728858,4
215730194,0
215735946,1
215741990,2
215747866,2
215752390,4
215755713,0
215764644,3
215769098,20
215776242,1
215777515,0
215778004,4
215788275,3
215790619,2
215796163,20
215800940,2
215802243,1
215804405,0
215804656,4
215812104,3
215827962,1
215829444,4
215836802,4
215837090,1
215837542,0
215840406,3
215842529,2
215848394,2
215849075,20
215864982,0
215865997,3
215886565,20
215889601,3
215890208,0
215890604,4
215904896,2
215909567,1
215911783,3
215912251,4
215913285,0
215927173,20
215933049,4
215934486,1
215938097,0
215939943,3
215942533,2
215947861,2
215953489,4
215964899,3
215965314,0
215966296,20
215987337,1
215987892,3
215989960,4
215990621,2
215991204,0
215997511,20
216000785,2
216010473,1
216012942,4
216013289,0
216013975,3
216029635,4
216036053,1
216036700,20
216036918,4
216037240,0
216039556,3
216042343,2
216048537,2
216062487,1
216064456,3
216064897,0
216077286,20
216087461,1
216089135,3
216089559,4
216089961,0
216102811,2
216107262,2
216110429,1
216112296,4
216113723,0
216114697,3
216116404,20
216134976,1
216136503,4
216137202,0
216139583,3
216151078,2
216159438,20
216162317,1
216164775,3
216165136,0
216165304,4
216176097,2
216188165,3
216188595,1
216190152,0
216190731,4
216197285,20
216201688,2
216207563,2
216210606,1
216212358,3
216218006,4
216218224,0
216235259,1
216236526,4
216237244,20
216237777,0
216239580,3
216250353,2
216261467,1
216265082,4
216265934,0
216267181,3
216267896,20
216275498,2
216287860,3
216289337,1
216289913,0
216290269,4
216293883,1
216301263,2
216307971,20
216308442,2
216311916,3
216312385,4
216316190,0
216335004,1
216337147,0
216337828,4
216339680,3
216346951,20
216349941,2
216361840,2
216362229,1
216363714,4
216365577,3
216366125,0
216387499,20
216388778,1
216389252,4
216389571,3
216389864,0
216394036,1
216402963,2
216407502,2
216412029,4
216413024,0
216425440,3
216427229,20
216436554,4
216447833,3
216448617,1
216449238,2
216449738,0
216461644,2
216464555,4
216465170,3
216467528,20
216470482,1
216471679,3
216473729,0
216492987,4
216496357,1
216497298,0
216502259,2
216507937,20
216511858,2
216512704,4
216521974,1
216525266,0
216525884,3
216536694,4
216537311,20
216547346,1
216548179,3
216551167,0
216562538,2
216564685,4
216569126,1
216572453,3
216573503,0
216577210,20
216584506,2
216590305,4
216595965,1
216597080,0
216599659,3
216602143,2
216608228,2
216612301,4
216617398,20
216621272,1
216624617,0
216626207,3
216647834,3
216648592,1
216649568,0
216650681,4
216656757,20
216661633,2
216670711,1
216672265,3
216672540,4
216672901,0
216685252,2
216690649,4
216696122,1
216697360,20
